Driver,Nationality,Season,Championships,Race_Entries,Race_Starts,Pole_Positions,Race_Wins,Podiums,Fastest_Laps,Championship Years,Decade,Pole_Rate,Start_Rate,Win_Rate,Podium_Rate,FastLap_Rate,Points_Per_Entry,Years_Active,Champion
Peter Collins,United Kingdom,1957,0.0,35.0,32.0,0.0,3.0,9.0,0.0,,1960,0.0,0.9142857142857144,0.0857142857142857,0.2571428571428571,0.0,1.3428571428571427,7,False
Peter Collins,United Kingdom,1958,0.0,35.0,32.0,0.0,3.0,9.0,0.0,,1960,0.0,0.9142857142857144,0.0857142857142857,0.2571428571428571,0.0,1.3428571428571427,7,False
Bernard Collomb,France,1961,0.0,6.0,4.0,0.0,0.0,0.0,0.0,,1960,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,4,False
Bernard Collomb,France,1962,0.0,6.0,4.0,0.0,0.0,0.0,0.0,,1960,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,4,False
Bernard Collomb,France,1963,0.0,6.0,4.0,0.0,0.0,0.0,0.0,,1960,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,4,False
Bernard Collomb,France,1964,0.0,6.0,4.0,0.0,0.0,0.0,0.0,,1960,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,4,False
Alberto Colombo,Italy,1978,0.0,3.0,0.0,0.0,0.0,0.0,0.0,,1980,0.0,0.0,0.0,0.0,0.0,0.0,1,False
Érik Comas,France,1991,0.0,63.0,59.0,0.0,0.0,0.0,0.0,,1990,0.0,0.9365079365079364,0.0,0.0,0.0,0.1111111111111111,4,False
Érik Comas,France,1992,0.0,63.0,59.0,0.0,0.0,0.0,0.0,,1990,0.0,0.9365079365079364,0.0,0.0,0.0,0.1111111111111111,4,False
Érik Comas,France,1993,0.0,63.0,59.0,0.0,0.0,0.0,0.0,,1990,0.0,0.9365079365079364,0.0,0.0,0.0,0.1111111111111111,4,False
Érik Comas,France,1994,0.0,63.0,59.0,0.0,0.0,0.0,0.0,,1990,0.0,0.9365079365079364,0.0,0.0,0.0,0.1111111111111111,4,False
Franco Comotti,Italy,1950,0.0,2.0,2.0,0.0,0.0,0.0,0.0,,1950,0.0,1.0,0.0,0.0,0.0,0.0,2,False
Franco Comotti,Italy,1952,0.0,2.0,2.0,0.0,0.0,0.0,0.0,,1950,0.0,1.0,0.0,0.0,0.0,0.0,2,False
George Connor,United States,1950,0.0,4.0,3.0,0.0,0.0,0.0,0.0,,1950,0.0,0.75,0.0,0.0,0.0,0.0,3,False
George Connor,United States,1951,0.0,4.0,3.0,0.0,0.0,0.0,0.0,,1950,0.0,0.75,0.0,0.0,0.0,0.0,3,False
George Connor,United States,1952,0.0,4.0,3.0,0.0,0.0,0.0,0.0,,1950,0.0,0.75,0.0,0.0,0.0,0.0,3,False
George Constantine,United States,1959,0.0,1.0,1.0,0.0,0.0,0.0,0.0,,1960,0.0,1.0,0.0,0.0,0.0,0.0,1,False
John Cordts,Canada,1969,0.0,1.0,1.0,0.0,0.0,0.0,0.0,,1970,0.0,1.0,0.0,0.0,0.0,0.0,1,False
David Coulthard,United Kingdom,1994,0.0,247.0,246.0,12.0,13.0,62.0,18.0,,2000,0.048582995951417,0.9959514170040484,0.0526315789473684,0.2510121457489878,0.0728744939271255,2.165991902834008,15,False
David Coulthard,United Kingdom,1995,0.0,247.0,246.0,12.0,13.0,62.0,18.0,,2000,0.048582995951417,0.9959514170040484,0.0526315789473684,0.2510121457489878,0.0728744939271255,2.165991902834008,15,False
David Coulthard,United Kingdom,1996,0.0,247.0,246.0,12.0,13.0,62.0,18.0,,2000,0.048582995951417,0.9959514170040484,0.0526315789473684,0.2510121457489878,0.0728744939271255,2.165991902834008,15,False
David Coulthard,United Kingdom,1997,0.0,247.0,246.0,12.0,13.0,62.0,18.0,,2000,0.048582995951417,0.9959514170040484,0.0526315789473684,0.2510121457489878,0.0728744939271255,2.165991902834008,15,False
David Coulthard,United Kingdom,1998,0.0,247.0,246.0,12.0,13.0,62.0,18.0,,2000,0.048582995951417,0.9959514170040484,0.0526315789473684,0.2510121457489878,0.0728744939271255,2.165991902834008,15,False
David Coulthard,United Kingdom,1999,0.0,247.0,246.0,12.0,13.0,62.0,18.0,,2000,0.048582995951417,0.9959514170040484,0.0526315789473684,0.2510121457489878,0.0728744939271255,2.165991902834008,15,False
David Coulthard,United Kingdom,2000,0.0,247.0,246.0,12.0,13.0,62.0,18.0,,2000,0.048582995951417,0.9959514170040484,0.0526315789473684,0.2510121457489878,0.0728744939271255,2.165991902834008,15,False
David Coulthard,United Kingdom,2001,0.0,247.0,246.0,12.0,13.0,62.0,18.0,,2000,0.048582995951417,0.9959514170040484,0.0526315789473684,0.2510121457489878,0.0728744939271255,2.165991902834008,15,False
David Coulthard,United Kingdom,2002,0.0,247.0,246.0,12.0,13.0,62.0,18.0,,2000,0.048582995951417,0.9959514170040484,0.0526315789473684,0.2510121457489878,0.0728744939271255,2.165991902834008,15,False
David Coulthard,United Kingdom,2003,0.0,247.0,246.0,12.0,13.0,62.0,18.0,,2000,0.048582995951417,0.9959514170040484,0.0526315789473684,0.2510121457489878,0.0728744939271255,2.165991902834008,15,False
David Coulthard,United Kingdom,2004,0.0,247.0,246.0,12.0,13.0,62.0,18.0,,2000,0.048582995951417,0.9959514170040484,0.0526315789473684,0.2510121457489878,0.0728744939271255,2.165991902834008,15,False
David Coulthard,United Kingdom,2005,0.0,247.0,246.0,12.0,13.0,62.0,18.0,,2000,0.048582995951417,0.9959514170040484,0.0526315789473684,0.2510121457489878,0.0728744939271255,2.165991902834008,15,False
David Coulthard,United Kingdom,2006,0.0,247.0,246.0,12.0,13.0,62.0,18.0,,2000,0.048582995951417,0.9959514170040484,0.0526315789473684,0.2510121457489878,0.0728744939271255,2.165991902834008,15,False
David Coulthard,United Kingdom,2007,0.0,247.0,246.0,12.0,13.0,62.0,18.0,,2000,0.048582995951417,0.9959514170040484,0.0526315789473684,0.2510121457489878,0.0728744939271255,2.165991902834008,15,False
David Coulthard,United Kingdom,2008,0.0,247.0,246.0,12.0,13.0,62.0,18.0,,2000,0.048582995951417,0.9959514170040484,0.0526315789473684,0.2510121457489878,0.0728744939271255,2.165991902834008,15,False
Piers Courage,United Kingdom,1967,0.0,29.0,27.0,0.0,0.0,2.0,0.0,,1970,0.0,0.9310344827586208,0.0,0.0689655172413793,0.0,0.6896551724137931,4,False
Piers Courage,United Kingdom,1968,0.0,29.0,27.0,0.0,0.0,2.0,0.0,,1970,0.0,0.9310344827586208,0.0,0.0689655172413793,0.0,0.6896551724137931,4,False
Piers Courage,United Kingdom,1969,0.0,29.0,27.0,0.0,0.0,2.0,0.0,,1970,0.0,0.9310344827586208,0.0,0.0689655172413793,0.0,0.6896551724137931,4,False
Piers Courage,United Kingdom,1970,0.0,29.0,27.0,0.0,0.0,2.0,0.0,,1970,0.0,0.9310344827586208,0.0,0.0689655172413793,0.0,0.6896551724137931,4,False
Chris Craft,United Kingdom,1971,0.0,2.0,1.0,0.0,0.0,0.0,0.0,,1970,0.0,0.5,0.0,0.0,0.0,0.0,1,False
Jim Crawford,United Kingdom,1975,0.0,2.0,2.0,0.0,0.0,0.0,0.0,,1980,0.0,1.0,0.0,0.0,0.0,0.0,1,False
Ray Crawford,United States,1955,0.0,5.0,3.0,0.0,0.0,0.0,0.0,,1960,0.0,0.6,0.0,0.0,0.0,0.0,3,False
Ray Crawford,United States,1956,0.0,5.0,3.0,0.0,0.0,0.0,0.0,,1960,0.0,0.6,0.0,0.0,0.0,0.0,3,False
Ray Crawford,United States,1959,0.0,5.0,3.0,0.0,0.0,0.0,0.0,,1960,0.0,0.6,0.0,0.0,0.0,0.0,3,False
Alberto Crespo,Argentina,1952,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,1950,0.0,0.0,0.0,0.0,0.0,0.0,1,False
Antonio Creus,Spain,1960,0.0,1.0,1.0,0.0,0.0,0.0,0.0,,1960,0.0,1.0,0.0,0.0,0.0,0.0,1,False
Larry Crockett,United States,1954,0.0,1.0,1.0,0.0,0.0,0.0,0.0,,1950,0.0,1.0,0.0,0.0,0.0,0.0,1,False
Tony Crook,United Kingdom,1952,0.0,2.0,2.0,0.0,0.0,0.0,0.0,,1950,0.0,1.0,0.0,0.0,0.0,0.0,2,False
Tony Crook,United Kingdom,1953,0.0,2.0,2.0,0.0,0.0,0.0,0.0,,1950,0.0,1.0,0.0,0.0,0.0,0.0,2,False
Art Cross,United States,1952,0.0,4.0,4.0,0.0,0.0,1.0,0.0,,1950,0.0,1.0,0.0,0.25,0.0,2.0,4,False
Art Cross,United States,1953,0.0,4.0,4.0,0.0,0.0,1.0,0.0,,1950,0.0,1.0,0.0,0.25,0.0,2.0,4,False
Art Cross,United States,1954,0.0,4.0,4.0,0.0,0.0,1.0,0.0,,1950,0.0,1.0,0.0,0.25,0.0,2.0,4,False
Art Cross,United States,1955,0.0,4.0,4.0,0.0,0.0,1.0,0.0,,1950,0.0,1.0,0.0,0.25,0.0,2.0,4,False
Geoffrey Crossley,United Kingdom,1950,0.0,2.0,2.0,0.0,0.0,0.0,0.0,,1950,0.0,1.0,0.0,0.0,0.0,0.0,1,False
Jérôme d'Ambrosio,Belgium,2011,0.0,20.0,20.0,0.0,0.0,0.0,0.0,,2010,0.0,1.0,0.0,0.0,0.0,0.0,2,False
Jérôme d'Ambrosio,Belgium,2012,0.0,20.0,20.0,0.0,0.0,0.0,0.0,,2010,0.0,1.0,0.0,0.0,0.0,0.0,2,False
Chuck Daigh,United States,1960,0.0,6.0,3.0,0.0,0.0,0.0,0.0,,1960,0.0,0.5,0.0,0.0,0.0,0.0,1,False
Yannick Dalmas,France,1987,0.0,49.0,24.0,0.0,0.0,0.0,0.0,,1990,0.0,0.4897959183673469,0.0,0.0,0.0,0.0,5,False
Yannick Dalmas,France,1988,0.0,49.0,24.0,0.0,0.0,0.0,0.0,,1990,0.0,0.4897959183673469,0.0,0.0,0.0,0.0,5,False
Yannick Dalmas,France,1989,0.0,49.0,24.0,0.0,0.0,0.0,0.0,,1990,0.0,0.4897959183673469,0.0,0.0,0.0,0.0,5,False
Yannick Dalmas,France,1990,0.0,49.0,24.0,0.0,0.0,0.0,0.0,,1990,0.0,0.4897959183673469,0.0,0.0,0.0,0.0,5,False
Yannick Dalmas,France,1994,0.0,49.0,24.0,0.0,0.0,0.0,0.0,,1990,0.0,0.4897959183673469,0.0,0.0,0.0,0.0,5,False
Derek Daly,Ireland,1978,0.0,64.0,49.0,0.0,0.0,0.0,0.0,,1980,0.0,0.765625,0.0,0.0,0.0,0.234375,5,False
Derek Daly,Ireland,1979,0.0,64.0,49.0,0.0,0.0,0.0,0.0,,1980,0.0,0.765625,0.0,0.0,0.0,0.234375,5,False
Derek Daly,Ireland,1980,0.0,64.0,49.0,0.0,0.0,0.0,0.0,,1980,0.0,0.765625,0.0,0.0,0.0,0.234375,5,False
Derek Daly,Ireland,1981,0.0,64.0,49.0,0.0,0.0,0.0,0.0,,1980,0.0,0.765625,0.0,0.0,0.0,0.234375,5,False
Derek Daly,Ireland,1982,0.0,64.0,49.0,0.0,0.0,0.0,0.0,,1980,0.0,0.765625,0.0,0.0,0.0,0.234375,5,False
Christian Danner,West Germany,1985,0.0,47.0,36.0,0.0,0.0,0.0,0.0,,1990,0.0,0.7659574468085106,0.0,0.0,0.0,0.0851063829787234,4,False
Christian Danner,West Germany,1986,0.0,47.0,36.0,0.0,0.0,0.0,0.0,,1990,0.0,0.7659574468085106,0.0,0.0,0.0,0.0851063829787234,4,False
Christian Danner,West Germany,1987,0.0,47.0,36.0,0.0,0.0,0.0,0.0,,1990,0.0,0.7659574468085106,0.0,0.0,0.0,0.0851063829787234,4,False
Christian Danner,West Germany,1989,0.0,47.0,36.0,0.0,0.0,0.0,0.0,,1990,0.0,0.7659574468085106,0.0,0.0,0.0,0.0851063829787234,4,False
Jorge Daponte,Argentina,1954,0.0,2.0,2.0,0.0,0.0,0.0,0.0,,1950,0.0,1.0,0.0,0.0,0.0,0.0,1,False
Anthony Davidson,United Kingdom,2002,0.0,24.0,24.0,0.0,0.0,0.0,0.0,,2010,0.0,1.0,0.0,0.0,0.0,0.0,4,False
Anthony Davidson,United Kingdom,2005,0.0,24.0,24.0,0.0,0.0,0.0,0.0,,2010,0.0,1.0,0.0,0.0,0.0,0.0,4,False
Anthony Davidson,United Kingdom,2007,0.0,24.0,24.0,0.0,0.0,0.0,0.0,,2010,0.0,1.0,0.0,0.0,0.0,0.0,4,False
Anthony Davidson,United Kingdom,2008,0.0,24.0,24.0,0.0,0.0,0.0,0.0,,2010,0.0,1.0,0.0,0.0,0.0,0.0,4,False
Jimmy Davies,United States,1950,0.0,8.0,5.0,0.0,0.0,1.0,0.0,,1950,0.0,0.625,0.0,0.125,0.0,0.5,5,False
Jimmy Davies,United States,1951,0.0,8.0,5.0,0.0,0.0,1.0,0.0,,1950,0.0,0.625,0.0,0.125,0.0,0.5,5,False
Jimmy Davies,United States,1953,0.0,8.0,5.0,0.0,0.0,1.0,0.0,,1950,0.0,0.625,0.0,0.125,0.0,0.5,5,False
Jimmy Davies,United States,1954,0.0,8.0,5.0,0.0,0.0,1.0,0.0,,1950,0.0,0.625,0.0,0.125,0.0,0.5,5,False
Jimmy Davies,United States,1955,0.0,8.0,5.0,0.0,0.0,1.0,0.0,,1950,0.0,0.625,0.0,0.125,0.0,0.5,5,False
Colin Davis,United Kingdom,1959,0.0,2.0,2.0,0.0,0.0,0.0,0.0,,1960,0.0,1.0,0.0,0.0,0.0,0.0,1,False
Jimmy Daywalt,United States,1953,0.0,10.0,6.0,0.0,0.0,0.0,0.0,,1960,0.0,0.6,0.0,0.0,0.0,0.0,6,False
Jimmy Daywalt,United States,1954,0.0,10.0,6.0,0.0,0.0,0.0,0.0,,1960,0.0,0.6,0.0,0.0,0.0,0.0,6,False
Jimmy Daywalt,United States,1955,0.0,10.0,6.0,0.0,0.0,0.0,0.0,,1960,0.0,0.6,0.0,0.0,0.0,0.0,6,False
Jimmy Daywalt,United States,1956,0.0,10.0,6.0,0.0,0.0,0.0,0.0,,1960,0.0,0.6,0.0,0.0,0.0,0.0,6,False
Jimmy Daywalt,United States,1957,0.0,10.0,6.0,0.0,0.0,0.0,0.0,,1960,0.0,0.6,0.0,0.0,0.0,0.0,6,False
Jimmy Daywalt,United States,1959,0.0,10.0,6.0,0.0,0.0,0.0,0.0,,1960,0.0,0.6,0.0,0.0,0.0,0.0,6,False
Jean-Denis Délétraz,Switzerland,1994,0.0,3.0,3.0,0.0,0.0,0.0,0.0,,1990,0.0,1.0,0.0,0.0,0.0,0.0,2,False
Jean-Denis Délétraz,Switzerland,1995,0.0,3.0,3.0,0.0,0.0,0.0,0.0,,1990,0.0,1.0,0.0,0.0,0.0,0.0,2,False
Patrick Depailler,France,1972,0.0,95.0,95.0,1.0,2.0,19.0,4.0,,1980,0.0105263157894736,1.0,0.0210526315789473,0.2,0.0421052631578947,1.4631578947368422,8,False
Patrick Depailler,France,1974,0.0,95.0,95.0,1.0,2.0,19.0,4.0,,1980,0.0105263157894736,1.0,0.0210526315789473,0.2,0.0421052631578947,1.4631578947368422,8,False
Patrick Depailler,France,1975,0.0,95.0,95.0,1.0,2.0,19.0,4.0,,1980,0.0105263157894736,1.0,0.0210526315789473,0.2,0.0421052631578947,1.4631578947368422,8,False
Patrick Depailler,France,1976,0.0,95.0,95.0,1.0,2.0,19.0,4.0,,1980,0.0105263157894736,1.0,0.0210526315789473,0.2,0.0421052631578947,1.4631578947368422,8,False
Patrick Depailler,France,1977,0.0,95.0,95.0,1.0,2.0,19.0,4.0,,1980,0.0105263157894736,1.0,0.0210526315789473,0.2,0.0421052631578947,1.4631578947368422,8,False
Patrick Depailler,France,1978,0.0,95.0,95.0,1.0,2.0,19.0,4.0,,1980,0.0105263157894736,1.0,0.0210526315789473,0.2,0.0421052631578947,1.4631578947368422,8,False
Patrick Depailler,France,1979,0.0,95.0,95.0,1.0,2.0,19.0,4.0,,1980,0.0105263157894736,1.0,0.0210526315789473,0.2,0.0421052631578947,1.4631578947368422,8,False
Patrick Depailler,France,1980,0.0,95.0,95.0,1.0,2.0,19.0,4.0,,1980,0.0105263157894736,1.0,0.0210526315789473,0.2,0.0421052631578947,1.4631578947368422,8,False
Pedro Diniz,Brazil,1995,0.0,99.0,98.0,0.0,0.0,0.0,0.0,,2000,0.0,0.98989898989899,0.0,0.0,0.0,0.101010101010101,6,False
Pedro Diniz,Brazil,1996,0.0,99.0,98.0,0.0,0.0,0.0,0.0,,2000,0.0,0.98989898989899,0.0,0.0,0.0,0.101010101010101,6,False
Pedro Diniz,Brazil,1997,0.0,99.0,98.0,0.0,0.0,0.0,0.0,,2000,0.0,0.98989898989899,0.0,0.0,0.0,0.101010101010101,6,False
Pedro Diniz,Brazil,1998,0.0,99.0,98.0,0.0,0.0,0.0,0.0,,2000,0.0,0.98989898989899,0.0,0.0,0.0,0.101010101010101,6,False
Pedro Diniz,Brazil,1999,0.0,99.0,98.0,0.0,0.0,0.0,0.0,,2000,0.0,0.98989898989899,0.0,0.0,0.0,0.101010101010101,6,False
Pedro Diniz,Brazil,2000,0.0,99.0,98.0,0.0,0.0,0.0,0.0,,2000,0.0,0.98989898989899,0.0,0.0,0.0,0.101010101010101,6,False
Duke Dinsmore,United States,1950,0.0,6.0,4.0,0.0,0.0,0.0,0.0,,1950,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,4,False
Duke Dinsmore,United States,1951,0.0,6.0,4.0,0.0,0.0,0.0,0.0,,1950,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,4,False
Duke Dinsmore,United States,1953,0.0,6.0,4.0,0.0,0.0,0.0,0.0,,1950,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,4,False
Duke Dinsmore,United States,1956,0.0,6.0,4.0,0.0,0.0,0.0,0.0,,1950,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,4,False
Frank Dochnal,United States,1963,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,1960,0.0,0.0,0.0,0.0,0.0,0.0,1,False
José Dolhem,France,1974,0.0,3.0,1.0,0.0,0.0,0.0,0.0,,1970,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,1,False
Martin Donnelly,United Kingdom,1989,0.0,15.0,13.0,0.0,0.0,0.0,0.0,,1990,0.0,0.8666666666666667,0.0,0.0,0.0,0.0,2,False
Martin Donnelly,United Kingdom,1990,0.0,15.0,13.0,0.0,0.0,0.0,0.0,,1990,0.0,0.8666666666666667,0.0,0.0,0.0,0.0,2,False
Mark Donohue,United States,1971,0.0,16.0,14.0,0.0,0.0,1.0,0.0,,1970,0.0,0.875,0.0,0.0625,0.0,0.5,3,False
Mark Donohue,United States,1974,0.0,16.0,14.0,0.0,0.0,1.0,0.0,,1970,0.0,0.875,0.0,0.0625,0.0,0.5,3,False
Mark Donohue,United States,1975,0.0,16.0,14.0,0.0,0.0,1.0,0.0,,1970,0.0,0.875,0.0,0.0625,0.0,0.5,3,False
Robert Doornbos,Monaco Netherlands,2005,0.0,11.0,11.0,0.0,0.0,0.0,0.0,,2010,0.0,1.0,0.0,0.0,0.0,0.0,2,False
Robert Doornbos,Monaco Netherlands,2006,0.0,11.0,11.0,0.0,0.0,0.0,0.0,,2010,0.0,1.0,0.0,0.0,0.0,0.0,2,False
Ken Downing,United Kingdom,1952,0.0,2.0,2.0,0.0,0.0,0.0,0.0,,1950,0.0,1.0,0.0,0.0,0.0,0.0,1,False
Bob Drake,United States,1960,0.0,1.0,1.0,0.0,0.0,0.0,0.0,,1960,0.0,1.0,0.0,0.0,0.0,0.0,1,False
Paddy Driver,South Africa,1963,0.0,2.0,1.0,0.0,0.0,0.0,0.0,,1970,0.0,0.5,0.0,0.0,0.0,0.0,2,False
Paddy Driver,South Africa,1974,0.0,2.0,1.0,0.0,0.0,0.0,0.0,,1970,0.0,0.5,0.0,0.0,0.0,0.0,2,False
Piero Drogo,Italy,1960,0.0,1.0,1.0,0.0,0.0,0.0,0.0,,1960,0.0,1.0,0.0,0.0,0.0,0.0,1,False
Bernard de Dryver,Belgium,1977,0.0,2.0,0.0,0.0,0.0,0.0,0.0,,1980,0.0,0.0,0.0,0.0,0.0,0.0,2,False
Bernard de Dryver,Belgium,1978,0.0,2.0,0.0,0.0,0.0,0.0,0.0,,1980,0.0,0.0,0.0,0.0,0.0,0.0,2,False
Johnny Dumfries,United Kingdom,1986,0.0,16.0,15.0,0.0,0.0,0.0,0.0,,1990,0.0,0.9375,0.0,0.0,0.0,0.1875,1,False
Geoff Duke,United Kingdom,1961,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,1960,0.0,0.0,0.0,0.0,0.0,0.0,1,False
Len Duncan,United States,1954,0.0,4.0,1.0,0.0,0.0,0.0,0.0,,1950,0.0,0.25,0.0,0.0,0.0,0.0,1,False
Piero Dusio,Italy,1952,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,1950,0.0,0.0,0.0,0.0,0.0,0.0,1,False
George Eaton,Canada,1969,0.0,13.0,11.0,0.0,0.0,0.0,0.0,,1970,0.0,0.8461538461538461,0.0,0.0,0.0,0.0,3,False
George Eaton,Canada,1970,0.0,13.0,11.0,0.0,0.0,0.0,0.0,,1970,0.0,0.8461538461538461,0.0,0.0,0.0,0.0,3,False
George Eaton,Canada,1971,0.0,13.0,11.0,0.0,0.0,0.0,0.0,,1970,0.0,0.8461538461538461,0.0,0.0,0.0,0.0,3,False
Bernie Ecclestone,United Kingdom,1958,0.0,2.0,0.0,0.0,0.0,0.0,0.0,,1960,0.0,0.0,0.0,0.0,0.0,0.0,1,False
Don Edmunds,United States,1957,0.0,2.0,1.0,0.0,0.0,0.0,0.0,,1960,0.0,0.5,0.0,0.0,0.0,0.0,1,False
Guy Edwards,United Kingdom,1974,0.0,17.0,11.0,0.0,0.0,0.0,0.0,,1980,0.0,0.6470588235294118,0.0,0.0,0.0,0.0,3,False
Guy Edwards,United Kingdom,1976,0.0,17.0,11.0,0.0,0.0,0.0,0.0,,1980,0.0,0.6470588235294118,0.0,0.0,0.0,0.0,3,False
Guy Edwards,United Kingdom,1977,0.0,17.0,11.0,0.0,0.0,0.0,0.0,,1980,0.0,0.6470588235294118,0.0,0.0,0.0,0.0,3,False
Vic Elford,United Kingdom,1968,0.0,13.0,13.0,0.0,0.0,0.0,0.0,,1970,0.0,1.0,0.0,0.0,0.0,0.6153846153846154,3,False
Vic Elford,United Kingdom,1969,0.0,13.0,13.0,0.0,0.0,0.0,0.0,,1970,0.0,1.0,0.0,0.0,0.0,0.6153846153846154,3,False
Vic Elford,United Kingdom,1971,0.0,13.0,13.0,0.0,0.0,0.0,0.0,,1970,0.0,1.0,0.0,0.0,0.0,0.6153846153846154,3,False
Ed Elisian,United States,1954,0.0,5.0,5.0,0.0,0.0,0.0,0.0,,1960,0.0,1.0,0.0,0.0,0.0,0.0,5,False
Ed Elisian,United States,1955,0.0,5.0,5.0,0.0,0.0,0.0,0.0,,1960,0.0,1.0,0.0,0.0,0.0,0.0,5,False
Ed Elisian,United States,1956,0.0,5.0,5.0,0.0,0.0,0.0,0.0,,1960,0.0,1.0,0.0,0.0,0.0,0.0,5,False
Ed Elisian,United States,1957,0.0,5.0,5.0,0.0,0.0,0.0,0.0,,1960,0.0,1.0,0.0,0.0,0.0,0.0,5,False
Ed Elisian,United States,1958,0.0,5.0,5.0,0.0,0.0,0.0,0.0,,1960,0.0,1.0,0.0,0.0,0.0,0.0,5,False
Paul Emery,United Kingdom,1956,0.0,2.0,1.0,0.0,0.0,0.0,0.0,,1960,0.0,0.5,0.0,0.0,0.0,0.0,2,False
Paul Emery,United Kingdom,1958,0.0,2.0,1.0,0.0,0.0,0.0,0.0,,1960,0.0,0.5,0.0,0.0,0.0,0.0,2,False
Tomáš Enge,Czech Republic,2001,0.0,3.0,3.0,0.0,0.0,0.0,0.0,,2000,0.0,1.0,0.0,0.0,0.0,0.0,1,False
Paul England,Australia,1957,0.0,1.0,1.0,0.0,0.0,0.0,0.0,,1960,0.0,1.0,0.0,0.0,0.0,0.0,1,False
Marcus Ericsson,Sweden,2014,0.0,97.0,97.0,0.0,0.0,0.0,0.0,,2020,0.0,1.0,0.0,0.0,0.0,0.1855670103092783,5,False
Marcus Ericsson,Sweden,2015,0.0,97.0,97.0,0.0,0.0,0.0,0.0,,2020,0.0,1.0,0.0,0.0,0.0,0.1855670103092783,5,False
Marcus Ericsson,Sweden,2016,0.0,97.0,97.0,0.0,0.0,0.0,0.0,,2020,0.0,1.0,0.0,0.0,0.0,0.1855670103092783,5,False
Marcus Ericsson,Sweden,2017,0.0,97.0,97.0,0.0,0.0,0.0,0.0,,2020,0.0,1.0,0.0,0.0,0.0,0.1855670103092783,5,False
Marcus Ericsson,Sweden,2018,0.0,97.0,97.0,0.0,0.0,0.0,0.0,,2020,0.0,1.0,0.0,0.0,0.0,0.1855670103092783,5,False
Harald Ertl,Austria,1975,0.0,28.0,19.0,0.0,0.0,0.0,0.0,,1980,0.0,0.6785714285714286,0.0,0.0,0.0,0.0,5,False
Harald Ertl,Austria,1976,0.0,28.0,19.0,0.0,0.0,0.0,0.0,,1980,0.0,0.6785714285714286,0.0,0.0,0.0,0.0,5,False
Harald Ertl,Austria,1977,0.0,28.0,19.0,0.0,0.0,0.0,0.0,,1980,0.0,0.6785714285714286,0.0,0.0,0.0,0.0,5,False
Harald Ertl,Austria,1978,0.0,28.0,19.0,0.0,0.0,0.0,0.0,,1980,0.0,0.6785714285714286,0.0,0.0,0.0,0.0,5,False
Harald Ertl,Austria,1980,0.0,28.0,19.0,0.0,0.0,0.0,0.0,,1980,0.0,0.6785714285714286,0.0,0.0,0.0,0.0,5,False
Nasif Estéfano,Argentina,1960,0.0,2.0,1.0,0.0,0.0,0.0,0.0,,1960,0.0,0.5,0.0,0.0,0.0,0.0,2,False
Nasif Estéfano,Argentina,1962,0.0,2.0,1.0,0.0,0.0,0.0,0.0,,1960,0.0,0.5,0.0,0.0,0.0,0.0,2,False
Philippe Étancelin,France,1950,0.0,12.0,12.0,0.0,0.0,0.0,0.0,,1950,0.0,1.0,0.0,0.0,0.0,0.25,3,False
Philippe Étancelin,France,1951,0.0,12.0,12.0,0.0,0.0,0.0,0.0,,1950,0.0,1.0,0.0,0.0,0.0,0.25,3,False
Philippe Étancelin,France,1952,0.0,12.0,12.0,0.0,0.0,0.0,0.0,,1950,0.0,1.0,0.0,0.0,0.0,0.25,3,False
Bob Evans,United Kingdom,1975,0.0,12.0,10.0,0.0,0.0,0.0,0.0,,1980,0.0,0.8333333333333334,0.0,0.0,0.0,0.0,2,False
Bob Evans,United Kingdom,1976,0.0,12.0,10.0,0.0,0.0,0.0,0.0,,1980,0.0,0.8333333333333334,0.0,0.0,0.0,0.0,2,False
Corrado Fabi,Italy,1983,0.0,18.0,12.0,0.0,0.0,0.0,0.0,,1980,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,2,False
Corrado Fabi,Italy,1984,0.0,18.0,12.0,0.0,0.0,0.0,0.0,,1980,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,2,False
Teo Fabi,Italy,1982,0.0,71.0,64.0,3.0,0.0,2.0,2.0,,1980,0.0422535211267605,0.9014084507042254,0.0,0.028169014084507,0.028169014084507,0.323943661971831,5,False
Teo Fabi,Italy,1984,0.0,71.0,64.0,3.0,0.0,2.0,2.0,,1980,0.0422535211267605,0.9014084507042254,0.0,0.028169014084507,0.028169014084507,0.323943661971831,5,False
Teo Fabi,Italy,1985,0.0,71.0,64.0,3.0,0.0,2.0,2.0,,1980,0.0422535211267605,0.9014084507042254,0.0,0.028169014084507,0.028169014084507,0.323943661971831,5,False
